#,Text,Answer,Prediction,Result
35,Israeli Prime Minister H.E. Benjamin Netanyahu at Jomo Kenyatta International Airport (JKIA) earlier today on arrival for one-day official visit.,RECEIVE,RECEIVE,correct
36,Putin sends condolences to Kenya leader after university attack | Russia Beyond The Headlines,UNRELATED,UNRELATED,correct
37,"""@AMB_A_Mohammed: Anyone with information,needs assistance contact @ForeignOfficeKE or Our Amb. ToSouthSudan on +211959099900 - Amb.Leshore""",UNRELATED,UNRELATED,correct
38,Ministry of Foreign Affairs &amp; International Trade's attention has been drawn to media claims by Indian HC to Kenya H.E Yogeshwar Varma. 1/9,UNRELATED,UNRELATED,correct
39,"...Italy, Germany, Switzerland, The Netherlands, Sweden, Finland, Australia and  UN Resident Coordinators.",UNRELATED,UNRELATED,correct
40,CS @AMB_A_Mohammed: Kenya is one of South Africa's leading trade partners in Africa &amp; a major recipient of its FDI,UNRELATED,UNRELATED,correct
41,"CS @AMB_A_Mohammed with Kenya Permanent Representative to UN in New York Amb Macharia Kamau in Windhoek, Namibia.",AWAY,UNRELATED,incorrect
42,"CAS @AbabuNamwamba visited the Sports Center of the Football Association of Serbia, among the most modern facilities in Europe. It offers top level training camps in football, handball, volleyball, basketball and martial arts.",AWAY,UNRELATED,incorrect
43,"PS @AmbMKamau  together with Amb. Joshua Mugodo, met with Bernard Quintin, Chef de Cabinet of the Vice Minister for Foreign Affairs, Belgium and the Deputy DG for Multilateral Affairs, Werner Bauwens.",AWAY,UNRELATED,incorrect
44,"The Young Diplomats Exchange Programme for  fifteen (15) Chinese young diplomats commenced on 29th October, 2018,at the Foreign Service Academy (FSA) of Kenya, and will end on  2nd Nov, 2018. The Kenyan team of young diplomats will leave for the return programme in China in 2019.",RECEIVE,UNRELATED,incorrect
45,"Chief Administrative Secretary, Hon Ababu Namwamba, will this evening be the Chief Guest at the 54th Tanzania Union Day cocktail reception at Kenyatta International Convention Centre (KICC) at 6.30pm. Media is welcome to attend and provide coverage. @AbabuNamwamba @Kiptoock",UNRELATED,UNRELATED,correct
46,CS @AMB_A_Mohammed: H.E @UKenyatta addresses Kenyan students undergoing training in agriculture in Israel,AWAY,UNRELATED,incorrect
47,PDS Amb Tom Amolo today at farewell luncheon for H.E Kwame Asamoah Tankorang High Commissioner of Ghana to Kenya at DusitD2 Hotel Nairobi,UNRELATED,UNRELATED,correct
48,"CS @AMB_A_Mohammed: Kenya/Sudan can cooperate in energy, tourism, infrastructure, sugar, oil &amp;mineral exploitation",UNRELATED,UNRELATED,correct
49,"""@SirLimo: @AMB_A_Mohammed at JKIA after seeing off China Premier Li, who has been in Kenya for a 3-day state visit.",RECEIVE,RECEIVE,correct
50,H.E. Mounir Nour: Egypt &amp; Kenya will establish a joint business council to promote economic ties between them,UNRELATED,UNRELATED,correct
51,"CS @AMB_A_Mohammed: Dr. Tedros Adhanom, Foreign Minister of Ethiopia  led the Ethiopian delegation to the JMC",RECEIVE,UNRELATED,incorrect
52,"CS @AMB_A_Mohammed: These sectors include Trade, Agriculture, Security, Refugees, Immigration, Economic &amp;Political affairs btn Kenya-Somalia",UNRELATED,UNRELATED,correct
53,"CS @amb__mohammed today held bilateral talks with H.E. Hans Brattskar, State Secretary for Foreign Affairs of Norway.",UNRELATED,RECEIVE,incorrect
54,CS @AMB_A_Mohammed I have learnt of the death of 47people believed to be students in Northern Nigeria with a deep sense of sorrow and regret,UNRELATED,UNRELATED,correct
55,"C.S Amb Monica Juma @Diplomacy_Kenya joined other foreign ministers for a reception hosted by H.E Workneh Gebeyehu, Minister of Foreign Affairs of the Federal Democratic  Republic of Ethiopia  at Sheraton Hotel last night.",UNRELATED,UNRELATED,correct
56,PS @Karanjakibicho encouraged India investors to consider Kenya as their choice for investment.,UNRELATED,UNRELATED,correct
57,"Cabinet Secretary Amb Raychelle Omamo held talks with H.E  Hon Netumbo Nandi-Ndaitwah, Foreign Minister of  Namibia.
#UNGA
#UNGA76",UNRELATED,RECEIVE,incorrect
58,"H.E Mr. Ernesto Gomez Diaz, outgoing Ambassador of the Republic of Cuba to Kenya yesterday paid a farewell visit to C.S @ForeignOfficeKE Amb. Raychelle Omamo. The C.S thanked the ambassador for enhancing excellent relations that exist between Cuba and Kenya and wished him well.",UNRELATED,UNRELATED,correct
59,"Kenya Ambassador to Sudan Amb Aaron Suge pose for a photo with some Kenyans departing Khartoum today. As at July 4. 3199 Kenyans had been facilitated to come home with the latest arriving from Bahrain, Kuwait, South Africa, Burundi and Somalia.10,153 foreigners evacuated from 🇰🇪",UNRELATED,UNRELATED,correct
60,"PS Amb Macharia Kamau hosted a luncheon in honour of Mr. Tharman Shanmugaratnam, Deputy Prime Minister and Coordinating Minister for Economic and Social Policies of Singapore and his delegation; The Deputy Prime Minister is in Kenya on a two-day visit.",RECEIVE,AWAY,incorrect
61,CS #MonicaJuma this afternoon held a roundtable meeting on the South Sudan peace process with scholars at the United States Institute of Peace in Washington DC.,AWAY,UNRELATED,incorrect
62,"CS Monica Juma is received on arrival for a meeting by Maria del Carmen Concepción González, Minister of Food and Fisheries Industry of Cuba. The meeting was also attended by Gustavo Rodríguez Rollero, Cuban Minister of Agriculture.",AWAY,UNRELATED,incorrect
63,CS @AMB_A_Mohammed: Delivered a special message from H.E @UKenyatta to President Jose Eduardo dos Santos of Angola @tunajibu,AWAY,UNRELATED,incorrect
64,Kenya in Pact with Qatari Government,UNRELATED,UNRELATED,correct
65,"CS Amb Raychelle Omamo today held bilateral talks with H.E. Sabri Boukadoum, Minister of Foreign Affairs of Algeria who is on a two day visit to Kenya. They discussed how to strengthen ties, committed to a Joint Commission for Cooperation (JCC) and finalize on MOUs signed.",RECEIVE,RECEIVE,correct
66,"Kenyan High Commissioner to Zambia, Amb Sophie Kombe today led celebration of Environment Day/Wangari Maathai Day by carrying out a tree planting exercise at the High Commission in Lusaka graced also by Zambia's PS for Lands.",AWAY,UNRELATED,incorrect
67,"PS @AmbMKamau  held bilateral discussions with Amb. Robert Fairweather, UK Special Envoy to Sudan and South Sudan and Dr. Endre Stiansen, Norwegian Special Envoy to Sudan and South Sudan. Discussions focused on peace and security in the Horn of Africa.",UNRELATED,UNRELATED,correct
68,CS @AMB_A_Mohammed: Transit time from the Port of Mombasa to Malaba on Uganda border has reduced from 13 to 5 days,UNRELATED,UNRELATED,correct
69,@amb_a_mohammed Kenya has engaged China since independence and recent trends involve no policy changes 4/7,UNRELATED,UNRELATED,correct
70,2/3  The CS was part of a panel discussion on the Economies of war where she emphasized that the COVID-19 crisis and the Ukraine crisis had highlighted the need for Africa to March towards self reliance in the supply chain in terms of health and food products. #DohaForum,AWAY,UNRELATED,incorrect
71,2/4 The meeting underscores the importance Kenya attaches to Kenya-China relations based on historic ties that continue to blossom buttressed by strong commercial ties growing from strength to strength and solidified under the Strategic Comprehensive Cooperative Partnership.,UNRELATED,UNRELATED,correct
72,"CS @AMB_A_Mohammed: It has been more than a decade since the 8th session of Sudan-Kenya JMC was held in Nairobi,2003",UNRELATED,UNRELATED,correct
73,"Also excluded are Kenyan citizens returning home from Sierra Leone, Guinea &amp; Liberia who must, however, undergo extensive screening.3/5",UNRELATED,UNRELATED,correct
74,Ms. Funmi Folorunso delivers African Shipowners Association’s statement of commitment to the Sustainable #BlueEconomyKE conference.@ForeignOfficeKE @BlueEconomy2018 @FishOceansCAN @JapanGov @WWF_Kenya @UNDPKenya,UNRELATED,UNRELATED,correct
75,PS Monica Juma with H.E. Bedializoun Moussa Nebie Burkina Faso Ambassador to Kenya who paid her a courtesy call earlier today.,UNRELATED,UNRELATED,correct
76,They discussed issues surrounding Regional Security and enhancing relations and cooperation between Kenya and the United States.,UNRELATED,UNRELATED,correct
77,The Mandela cow which H.E Uhuru Kenyatta handed to H.E President Evariste Ndayishimiye of Burundi in Kisumu on 31st May 2021 has finally arrived in Burundi together with 50 high-yielding dairy heifers. CS Peter Munya delivered the President's donation to the Gov't of Burundi.,AWAY,AWAY,correct
78,"Chinese ambassador to Kenya, Amb Sun Baohong today called on PS Macharia Kamau to discuss upcoming visit of Mr. Wang Yang (Chairman of the Chinese people's Political Consultative Conference), as well as Forum on China-Africa Cooperation (FOCAC) meeting scheduled for September.",UNRELATED,UNRELATED,correct
79,University of Manchester in United Kingdom holds vigil for Garissa University victims,UNRELATED,UNRELATED,correct
80,CS @AMB_A_Mohammed when she hosted Japan Special Envoy for UN Affairs Amb. Seichi Kondo in her office.,RECEIVE,RECEIVE,correct
81,China-Africa Summit to review trade and investment ties ,UNRELATED,UNRELATED,correct
82,CS @AMB_A_Mohammed: Kenya expresses solidarity with ECOWAS and calls for a speedy and bloodless end to the crisis in the Gambia./1,UNRELATED,UNRELATED,correct
83,CS @AMB_A_Mohammed: H.E Uhuru Kenyatta will be making an official visit to the Republic of Sudan in early  2016.1/2,AWAY,AWAY,correct
84,PS Monica Juma at a luncheon hosted in honor of her visit by Pakistan Foreign Secretary Ms. Terminal Janjua.,AWAY,UNRELATED,incorrect
85,"CS @Amb_A_Mohammed: With Mr. Vinay Kumar, Joint Secretary, India's Ministry of External Affairs",UNRELATED,UNRELATED,correct
86,CS @AMB_A_Mohammed: Received by Kenya HC to United Kingdom Amb Lazarus Amayo on arrival at Heathrow Airport,AWAY,UNRELATED,incorrect
87,"CS Amb. #MonicaJuma has arrived in South Africa for a one day official visit. On arrival, she paid a courtesy call on South Africa Minister of Home Affairs, Mr. Malusi Gigaba at Sandton, Johannesburg. She was accompanied by Kenya HC Amb. Jean Kamau and PDS, Amb. Tom Amollo.",AWAY,AWAY,correct
88,CS @Amb_A_Mohammed: Forum provided a platform to network and exchange business ideas with Indian investors,UNRELATED,UNRELATED,correct
89,CS @AMB_A_Mohammed: On arrival at Sir Seretse Khama Int'l Airport HE @UKenyatta was entertained by Botswana Dancers,AWAY,UNRELATED,incorrect
90,CS Juma with Cuban Foreign Affairs Minister Bruno Eduardo Rodríguez Parrilla after the official opening of Kenya Mission in Havana.,AWAY,UNRELATED,incorrect
91,Dr Riak Machar S.Sudan former Vice President signs Peace Agreement at UN Economic Commission for Africa in #Addis,UNRELATED,UNRELATED,correct
92,CS @AMB_A_Mohammed: H.E John Pombe Magufuli President of the Republic of Tanzania arrives in Kenya for a two- day State visit.,RECEIVE,RECEIVE,correct
93,"2/4 CS Omamo conveyed H.E President Uhuru Kenyatta’s appreciation for the continuous collaboration between Member States and the United Nations in generating momentum for the Second United Nations Oceans Conference to be held in Lisbon, Portugal in June 2022. #SaveOurOcean",UNRELATED,UNRELATED,correct
94,@AbabuNamwamba: Kenya remains committed and optimistic to the IGAD led South Sudan peace process and will continue to add impetus to keep the momentum towards the realization of peace and stability in South Sudan,UNRELATED,UNRELATED,correct
95,"CS @AMB_A_Mohammed: We discussed the 4th China Round Table for LDCs &amp; Africa that will be held in December, Nairobi",UNRELATED,UNRELATED,correct
96,CS @AMB_A_Mohammed: Met with President of Palau H.E. Tommy Remengesau during the ongoing #UNGA  2017 in New York.,UNRELATED,UNRELATED,correct
97,"The UK Ambassador to Somalia,  H.E Kate OBE  paid a courtesy call on Foreign Affairs PS @AmbMKamau.They discussions focused on Regional security and cooperation.",RECEIVE,UNRELATED,incorrect
98,"In Mali with #UNSC
#KenyachairsUNSC
#KenyapresidencyUNSC",AWAY,UNRELATED,incorrect
99,CS @AMB_A_Mohammed:Kenya has expressed willingness to enhance high-level exchanges &amp; political mutual trust w/ China,UNRELATED,UNRELATED,correct
